Go.	Idź.
A man is responsible for his deeds.	Człowiek jest odpowiedzialny za swoje czyny.
A mouse is running around the room.	Mysz biega po pokoju.
A prisoner escaped from the prison.	Więzień uciekł z więzienia.
A swarm of mosquitoes followed him.	Chmara komarów podążała za nim.
A wise leader knows when to listen.	Mądry przywódca wie, kiedy słuchać.
All I want to do is make you happy.	Wszystko, co chcę zrobić, to uczynić cię szczęśliwym.
All my relatives live in this city.	Wszyscy moi krewni mieszkają w tym mieście.
All your problems have been solved.	Wszystkie twoje problemy zostały rozwiązane.
Americans are very friendly people.	Amerykanie są bardzo przyjaźni.
Are we allowed to use the elevator?	Czy możemy skorzystać z windy?
Are you still seeing the same girl?	Nadal spotykasz się z tą samą dziewczyną?
Attack is the best form of defense.	Najlepszą obroną jest atak.
Bangkok is Thailand's capital city.	Bangkok jest stolicą Tajlandii.
Bring me a cup of coffee, will you?	Przyniesiesz mi filiżankę kawy?
Brussels is the capital of Belgium.	Bruksela jest stolicą Belgii.
Call a taxi in the morning, please.	Proszę, zadzwoń rano po taksówkę.
Can I ask your advice on something?	Mogę cię poprosić o radę w pewnej sprawie?
Can I get your help with something?	Możesz mi w czymś pomóc?
Can I tell my father what you want?	Mogę powiedzieć ojcu czego chcesz?
Can I use this dictionary of yours?	Mogę użyć tego twojego słownika?
Can you tell butter from margarine?	Umiesz odróżnić masło od margaryny?
Can you tell me anything about Tom?	Możesz mi powiedzieć coś o Tomie?
Can you tell me what this is about?	Możesz mi powiedzieć, o czym to jest?
Cherry blossoms are very beautiful.	Kwitnięcie wiśni jest bardzo piękne.
Children do a lot of stupid things.	Dzieci robią wiele głupot.
Children should obey their parents.	Dzieci powinny słuchać rodziców.
Children should obey their parents.	Dzieci powinny być posłuszne rodzicom.
China is rich in natural resources.	Chiny są bogate w surowce naturalne.
Chocolate is toxic to many animals.	Czekolada jest toksyczna dla wielu zwierząt.
Could you come and see me tomorrow?	Mógłbyś jutro mnie odwiedzić?
Could you please take me back home?	Możesz mnie zabrać z powrotem do domu?
Did Tom say anything else about me?	Tom mówił coś więcej o mnie?
Did you double-check these figures?	Czy sprawdziłeś te dane?
Did you see the show at Takarazuka?	Widziałeś przedstawienie w Takarazuka?
Disneyland was established in 1955.	Disneyland został założony w 1955 roku.
Do I have your permission to do so?	Mam na to twoje pozwolenie?
Do you drive a manual or automatic?	Jeździsz z manualną czy z automatem?
Do you have any idea what happened?	Czy masz jakieś pojęcie co się stało?
Do you have any last-minute advice?	Masz jakieś ostatnie porady?
Do you have any plans for tomorrow?	Masz jakieś plany na jutro?
Do you have something for me to do?	Masz coś dla mnie do roboty?
Do you know how to make cheesecake?	Umiesz robić sernik?
Do you know how to make cheesecake?	Potrafisz zrobić sernik?
Do you know how to make cheesecake?	Potrafisz upiec sernik?
Do you know how to use this camera?	Wiesz jak używać tego aparatu?
Do you know if he has a girlfriend?	Nie wiesz, czy on ma dziewczynę?
Do you know the boy in the picture?	Znasz chłopca z tej fotografii?
Do you know the boy in the picture?	Znasz tego chłopaka ze zdjęcia?
Do you know what this means for us?	Wiesz, co to dla nas oznacza?
Do you know when Tom's birthday is?	Wiesz kiedy Tom ma urodziny?
Do you know when Tom's birthday is?	Wiesz kiedy są urodziny Tom'a?
Do you know where I might find Tom?	Wiesz, gdzie mogę znaleźć Toma?
Do you know where Tom is taking us?	Czy wiesz, gdzie Tom nas zabiera?
Do you know where your father went?	Wiesz, dokąd poszedł twój ojciec?
Do you know who invented gunpowder?	Czy wiesz, kto wynalazł proch strzelniczy?
Do you really think I can help you?	Naprawdę myślisz, że mogę wam pomóc?
Do you still have family in Boston?	Czy nadal masz rodzinę w Bostonie?
Do you still have family in Boston?	Ciągle masz rodzinę w Bostonie?
Do you think I'm too materialistic?	Myślisz, że jestem materialistą?
Do you think Tom could be an alien?	Myślisz, że Tom mógłby być kosmitą?
Do you understand what he's saying?	Rozumiesz co on mówi?
Do you want to be on my team again?	Chcesz być znowu w mojej drużynie?
Does Tom go to church every Sunday?	Czy Tom chodzi co niedzielę do kościoła?
Does anybody here have a corkscrew?	Czy ktoś ma korkociąg?
Doing that is a waste of your time.	Robienie tego to strata twojego czasu.
Don't act like you know everything.	Nie zachowuj się, jakbyś wszystko wiedział.
Don't eat for at least three hours.	Nie jedz przez co najmniej trzy godziny.
Don't forget that we have homework.	Nie zapominaj, że mamy zadanie domowe.
Don't put your elbows on the table.	Nie kładź łokci na stole.
Don't put your hand out the window.	Nie wystawiaj rąk za okno.
Don't talk to me while I'm working.	Nie mów do mnie, kiedy pracuję.
Don't worry, I'm going to help you.	Nie martw się, pomogę ci.
Don't you think that's a bit weird?	Nie wydaje ci się, że to trochę dziwne?
Don't you want to see Tom and Mary?	Nie chcesz zobaczyć Toma i Mary?
Dutch is closely related to German.	Holenderski jest blisko spokrewniony z niemieckim.
Each of the three boys won a prize.	Każdy z trzech chłopców wygrał nagrodę.
Edison invented many useful things.	Edison wynalazł wiele użytecznych rzeczy.
Einstein was a mathematical genius.	Einstein był matematycznym geniuszem.
Either you or your friend is wrong.	Albo ty jesteś w błędzie, albo twój przyjaciel.
Eventually you'll have to tell Tom.	W końcu będziesz musiał powiedzieć Tomowi.
Every spring the river floods here.	Każdej wiosny rzeka tu wylewa.
Excuse me, but may I use the phone?	Przepraszam, mógłbym skorzystać z telefonu?
Father usually comes home at eight.	Ojciec zazwyczaj wraca do domu o ósmej.
Find Tom before he murders someone.	Znajdź Toma zanim kogoś zabije.
For snacks, she eats fruit or nuts.	Ona w ramach przekąsek je owoce i orzechy.
Frankly speaking, I don't like him.	Szczerze powiedziawszy, nie znoszę go.
Generally, Japanese people are shy.	Ogólnie rzecz biorąc, Japończycy są nieśmiali.
Give me your coat. I'll hang it up.	Daj mi swój płaszcz. Powieszę go.
Give the book to whomever wants it.	Daj tę książkę komuś, kto by ją chciał.
Good evening, ladies and gentlemen.	Dobry wieczór państwu.
Grandfather is napping on the sofa.	Dziadek drzemie na kanapie.
Have I done something to upset you?	Zrobiłem coś, co cię zdenerwowało?
Have I said something to upset you?	Powiedziałem coś, co cię zdenerwowało?
Have you eaten your dinner already?	Jadłeś już kolację?
Have you ever met Tom's girlfriend?	Spotkałeś kiedyś dziewczynę Toma?
Have you shown this picture to Tom?	Pokazywaliście to zdjęcie Tomowi?
Have you shown this picture to Tom?	Pokazywałeś to zdjęcie Tomowi?
Have you taken a bath yet, Takashi?	Takashi, wziąłeś już kąpiel?
He admitted that he stole the gold.	Przyznał, że to on ukradł złoto.
He apologized to us for being late.	Przeprosił za spóźnienie.
He arrived in time for the meeting.	Przyszedł na zebranie na czas.
He bowed to me as he left the room.	Wychodząc, ukłonił się mi.
He censured me for what I had done.	Skrytykował mnie za to, co zrobiłem.
He could not resist the temptation.	Nie mógł oprzeć się pokusie.
He cut his sister a piece of bread.	Ukroił siostrze kromkę chleba.
He doesn't watch television at all.	On w ogóle nie ogląda telewizji.
He doesn't watch television at all.	W ogóle nie ogląda telewizji.
He felt an acute pain in his chest.	Poczuł gwałtowny ból w klatce piersiowej.
He fixed the bookshelf to the wall.	Przymocował półkę do ściany.
He got a good grade in mathematics.	Dostał dobrą ocenę z matematyki.
He graduated from Tokyo University.	On ukończył uniwersytet w Tokio.
He has been a good companion to me.	Był moim dobrym kompanem.
He has been studying for two hours.	Studiował przez dwie godziny.
He is an authority on criminal law.	Jest autorytetem w zakresie prawa karnego.
He is captain of the football team.	On jest kapitanem drużyny piłkarskiej.
He is young, but he is an able man.	Jest młodym, ale zdolnym człowiekiem.
He kept me waiting for a long time.	Kazał na siebie czekać dłuższy czas.
He knows nothing about electronics.	On nie ma pojęcia o elektronice.
He left his luggage at the station.	Zostawił swój bagaż na stacji.
He made a mistake and drank poison.	Popełnił błąd i wypił truciznę.
He passed the entrance examination.	Zdał wstępne egzaminy.
He plants sunflowers in the spring.	Sadzi słoneczniki na wiosnę.
He said it was out of the question.	Powiedział, że jest to wykluczone.
He sneaked around to the back door.	Podkradł się do tylnych drzwi.
He sneaked around to the back door.	Przemknął się ukradkiem do tylnych drzwi.
He soon recovered from the illness.	Szybko wyszedł z tej choroby.
He speaks as if he knew everything.	Mówi tak, jakby wiedział wszystko.
He stood leaning against the fence.	Stał, opierając się o płot.
He taught me how to spell the word.	Pokazał mi, jak się pisze to słowo.
He used to meditate in the morning.	Medytował rano.
He walks in the park every morning.	Spaceruje codziennie rano do parku.
He walks in the park every morning.	Co rano spaceruje do parku.
He was able to build a small house.	Mógł zbudować mały dom.
He was very good at playing tennis.	Jest bardzo dobry w tenisa.
He watches television after dinner.	On ogląda telewizję po obiedzie.
He works for an advertising agency.	On pracuje w agencji reklamowej.
He's always asking silly questions.	On wiecznie zadaje głupie pytania.
He's not good at remembering names.	On z trudem zapamiętuje nazwiska.
He's not good at remembering names.	On nie ma pamięci do nazwisk.
He's not good at remembering names.	Ma problemy z zapamiętywaniem nazwisk.
He's three years older than she is.	On jest trzy lata starszy od niej.
He's three years older than she is.	Jest trzy lata starszy od niej.
He's worried that he might be late.	On się obawia, że się spóźni.
Helsinki is the capital of Finland.	Helsinki są stolicą Finlandii.
Her English improved significantly.	Jej znajomość angielskiego uległa radykalnej poprawie.
Her father died when she was three.	Jej ojciec umarł, gdy miała trzy lata.
Her heart ached for the poor child.	Serce jej się ściskało ze współczucia nad tym biednym dzieckiem.
Her husband is now living in Tokyo.	Jej mąż mieszka teraz w Tokio.
His behavior aroused my suspicions.	Jego zachowanie wzbudziło moje podejrzenia.
His father eats there twice a week.	Jego ojciec je tam dwa razy w tygodniu.
His hobby is collecting old stamps.	Jego hobby to zbieranie starych znaczków.
How come you don't like me anymore?	Czemu już mnie nie lubisz?
How come you don't like me anymore?	Jakim cudem już mnie nie lubisz?
How deep do you think the water is?	Jak sądzisz, jak głęboka jest woda?
How do you like living on your own?	Jak ci się mieszka samemu?
How long have you been living here?	Jak długo tu mieszkałeś?
How long have you known about this?	Od jak dawna o tym wiesz?
How long will it take to get there?	Ile czasu zabierze dotarcie tam?
How many English words do you know?	Jak wiele angielskich słów znasz?
How many English words do you know?	Ile angielskich słów znasz?
How many close friends do you have?	Ilu masz bliskich przyjaciół?
How much did these sunglasses cost?	Ile kosztowały te okulary przeciwsłoneczne?
How much do you want for this book?	Ile chcesz za tę książkę?
How much money do you want to earn?	Jak dużo pieniędzy chciałbyś zarabiać?
I agree with Tom a hundred percent.	Zgadzam się z Tomem na sto procent.
I am lost. Can you help me, please?	Przepraszam, zgubiłem się, mógłbyś mi pomóc?
I bought the car at a 10% discount.	Kupiłem ten samochód po 10-procentowej zniżce.
I burned myself with boiling water.	Oparzyłem się wrzątkiem.
I can't believe Tom did this to me.	Nie wierzę, że Tom mi to zrobił.
I can't help you because I am busy.	Nie pomogę Ci, bo jestem zajęty.
I can't let anything happen to Tom.	Nie mogę pozwolić, żeby Tomowi się coś stało.
I can't play tennis as well as Tom.	Nie umiem grać w tenisa tak dobrze jak Tom.
I can't run because I'm very tired.	Nie mogę biec, ponieważ jestem bardzo zmęczony.
I can't sleep because of the noise.	Nie mogę spać z powodu hałasu.
I cannot tolerate naughty children.	Nie toleruję nieposłusznych dzieci.
I congratulated him on his success.	Pogratulowałem mu sukcesu.
I could say a lot about this topic.	Mógłbym wiele na ten temat opowiadać.
I could've sworn I heard something.	Mógłbym przysiąc, że coś słyszałem.
I couldn't stand the noise anymore.	Nie mogłem już wytrzymać tego hałasu.
I did everything you told me to do.	Zrobiłem wszystko, co mi kazałeś zrobić.
I didn't get exactly what I wanted.	Nie dostałem dokładnie tego, co chciałem.
I didn't get exactly what I wanted.	Dostałam nie do końca to, czego chciałam.
I didn't know that she had a child.	Nie wiedziałem, że ona ma dziecko.
I didn't pretend to be your friend.	Nie udawałem twojego przyjaciela.
I didn't say I was going to Boston.	Nie powiedziałem, że jadę do Bostonu.
I do not think that she is at home.	Nie sądzę, by była w domu.
